geo_code1,geo_code2,all,from_home,train,bus,car_driver,car_passenger,bicycle,foot,other,dist_euclidean,dist_bands
S02001599,S02001599,28,0,0,2,11,1,0,13,1,0,"[0,1] km"
S02001599,S02001602,19,0,0,1,17,0,0,1,0,2634.2700625293,"(1,3] km"
S02001599,S02001604,13,0,0,3,9,0,0,1,0,4543.874965073614,"(3,6] km"
S02001599,S02001606,13,0,0,0,12,0,1,0,0,3147.6579904349956,"(3,6] km"
S02001599,S02001609,47,0,0,2,31,3,6,5,0,3005.6165267666224,"(3,6] km"
S02001599,S02001612,12,0,0,1,9,2,0,0,0,3246.3987655139204,"(3,6] km"
S02001599,S02001613,16,0,0,3,12,1,0,0,0,3674.2286766808684,"(3,6] km"
S02001599,S02001615,58,0,0,11,37,4,1,4,1,2380.546859135253,"(1,3] km"
S02001599,S02001616,54,0,0,10,33,4,2,4,1,3164.0605575374266,"(3,6] km"
S02001599,S02001617,34,0,0,19,12,0,3,0,0,3546.080414306767,"(3,6] km"
S02001599,S02001619,14,0,0,6,7,0,1,0,0,4160.706124374436,"(3,6] km"
S02001599,S02001620,155,0,0,72,49,6,15,13,0,4283.351919506744,"(3,6] km"
S02001599,S02001621,45,0,0,18,19,4,3,1,0,4134.443619485588,"(3,6] km"
S02001599,S02001622,142,0,1,89,39,4,6,1,2,4730.952821465849,"(3,6] km"
S02001599,S02001623,25,0,0,7,14,0,2,1,1,4730.544940155321,"(3,6] km"
S02001599,S02001627,48,0,0,9,31,1,6,0,1,4598.652874349783,"(3,6] km"
S02001599,S02001640,24,0,0,6,15,0,3,0,0,8921.310152333099,"(6,10] km"
S02001599,S02001642,12,0,0,0,10,0,2,0,0,7948.830160509641,"(6,10] km"
S02001599,S02001647,14,0,0,9,4,1,0,0,0,6038.5523279761455,"(6,10] km"
S02001599,S02001655,21,0,0,5,8,1,2,4,1,5959.75814054676,"(3,6] km"
S02001599,S02001656,39,0,0,27,7,1,3,1,0,5642.255068303189,"(3,6] km"
S02001599,S02001657,16,0,0,7,7,0,1,1,0,5820.935330935095,"(3,6] km"
S02001599,S02001658,23,0,0,11,8,0,3,0,1,5749.03609628193,"(3,6] km"
S02001599,S02001659,10,0,0,2,6,1,0,1,0,5792.235283278792,"(3,6] km"
S02001599,S02001660,114,0,0,46,46,9,9,4,0,4739.963094172219,"(3,6] km"
S02001599,S02001662,11,0,0,1,10,0,0,0,0,5482.657601335956,"(3,6] km"
S02001599,S02001663,42,0,0,4,31,0,6,0,1,6338.866312372103,"(6,10] km"
S02001599,S02001667,13,0,0,1,10,1,1,0,0,7699.916948428446,"(6,10] km"
S02001599,S02001670,10,0,0,6,4,0,0,0,0,8163.612418826944,"(6,10] km"
S02001599,S02001679,18,0,0,4,12,0,2,0,0,6590.749368249127,"(6,10] km"
S02001599,S02001682,134,0,0,8,110,9,3,0,4,6721.360916167572,"(6,10] km"
S02001599,S02001683,54,0,0,1,49,2,1,1,0,11118.718573434342,"(10,15] km"
S02001599,S02001684,13,0,0,0,12,0,1,0,0,13719.293750413628,"(10,15] km"
S02001600,S02001586,19,0,0,1,18,0,0,0,0,9213.723409086404,"(6,10] km"
S02001600,S02001587,10,0,0,3,5,2,0,0,0,8394.631503861283,"(6,10] km"
S02001600,S02001593,11,0,0,0,9,2,0,0,0,6620.710576933482,"(6,10] km"
S02001600,S02001600,10,0,0,2,4,1,0,3,0,0,"[0,1] km"
S02001600,S02001602,29,0,0,3,13,0,0,12,1,1300.55091084982,"(1,3] km"
S02001600,S02001604,13,0,0,0,7,0,3,3,0,1387.5435059225317,"(1,3] km"
S02001600,S02001606,16,0,0,0,6,4,0,6,0,1451.3120842515889,"(1,3] km"
S02001600,S02001607,12,0,0,1,6,2,1,1,1,2148.257907732242,"(1,3] km"
S02001600,S02001609,47,0,0,15,20,5,3,3,1,3857.4743869056388,"(3,6] km"
S02001600,S02001611,18,0,0,8,9,1,0,0,0,4832.381588953635,"(3,6] km"
S02001600,S02001612,10,0,0,3,4,2,0,1,0,4470.1849766871965,"(3,6] km"
S02001600,S02001615,10,0,0,3,7,0,0,0,0,5016.948427891389,"(3,6] km"
S02001600,S02001616,16,0,0,3,13,0,0,0,0,5873.692756805914,"(3,6] km"
S02001600,S02001619,16,0,0,7,8,1,0,0,0,6784.817461525509,"(6,10] km"
S02001600,S02001620,69,0,0,41,20,4,3,0,1,6307.140886525794,"(6,10] km"
S02001600,S02001621,26,0,0,13,9,0,2,2,0,5271.069017074305,"(3,6] km"
S02001600,S02001622,86,0,1,62,18,4,1,0,0,6077.441079942476,"(6,10] km"
S02001600,S02001623,18,0,0,14,4,0,0,0,0,5779.096700179047,"(3,6] km"
S02001600,S02001627,61,0,0,18,26,8,2,7,0,3422.5482520588107,"(3,6] km"
S02001600,S02001630,14,0,0,0,14,0,0,0,0,4683.670176723809,"(3,6] km"
S02001600,S02001632,12,0,0,0,12,0,0,0,0,5996.69250807866,"(3,6] km"
S02001600,S02001640,11,0,0,2,8,0,1,0,0,10019.810018139433,"(10,15] km"
S02001600,S02001641,10,0,0,2,6,1,0,1,0,9105.45242416441,"(6,10] km"
S02001600,S02001647,12,0,0,10,2,0,0,0,0,6847.190518340175,"(6,10] km"
S02001600,S02001655,14,0,0,6,8,0,0,0,0,7207.041002666551,"(6,10] km"
S02001600,S02001656,18,0,0,11,6,0,0,1,0,7368.5242912960475,"(6,10] km"
S02001600,S02001658,15,0,0,8,2,3,1,1,0,7718.432567462507,"(6,10] km"
S02001600,S02001660,50,0,0,29,15,1,2,3,0,7172.3512461177015,"(6,10] km"
S02001600,S02001663,22,0,0,4,14,3,0,0,1,8897.33231376213,"(6,10] km"
S02001600,S02001682,94,0,0,7,77,8,0,1,1,10507.890855301037,"(10,15] km"
S02001600,S02001683,18,0,0,1,16,1,0,0,0,15039.351286818217,"(15,20] km"
S02001601,S02001586,27,0,0,7,19,1,0,0,0,7348.185610356242,"(6,10] km"
S02001601,S02001589,10,0,0,0,7,1,2,0,0,5308.540637905267,"(3,6] km"
S02001601,S02001593,14,0,0,10,4,0,0,0,0,4771.14385738702,"(3,6] km"
S02001601,S02001601,15,0,0,1,9,2,1,2,0,0,"[0,1] km"
S02001601,S02001602,23,0,0,0,12,1,1,9,0,592.393330852205,"[0,1] km"
S02001601,S02001604,12,0,0,2,5,2,1,2,0,2615.8911142272927,"(1,3] km"
S02001601,S02001606,15,0,0,3,8,3,0,1,0,1352.9742465965444,"(1,3] km"
S02001601,S02001607,15,0,0,0,5,4,0,6,0,1112.1586858630774,"(1,3] km"
S02001601,S02001609,40,0,0,11,18,0,2,9,0,2788.7092747936554,"(1,3] km"
S02001601,S02001611,28,0,0,9,17,0,0,2,0,3894.754955625732,"(3,6] km"
S02001601,S02001612,10,0,0,2,6,1,1,0,0,3329.4459210003893,"(3,6] km"
S02001601,S02001615,15,0,0,4,7,1,3,0,0,3405.0720105318483,"(3,6] km"
S02001601,S02001619,11,0,0,5,5,1,0,0,0,5271.270220703832,"(3,6] km"
S02001601,S02001620,57,0,0,32,19,0,4,1,1,4995.477463167406,"(3,6] km"
S02001601,S02001621,29,0,0,14,7,6,2,0,0,4257.779874681406,"(3,6] km"
S02001601,S02001622,80,0,1,64,6,1,2,4,2,5031.766003829976,"(3,6] km"
S02001601,S02001623,12,0,0,4,6,1,0,0,1,4845.6590452855135,"(3,6] km"
S02001601,S02001627,64,0,0,14,33,7,5,5,0,3439.959678320524,"(3,6] km"
S02001601,S02001640,14,0,0,3,11,0,0,0,0,9223.20292122747,"(6,10] km"
S02001601,S02001647,12,0,0,10,1,0,1,0,0,6085.185799839188,"(6,10] km"
S02001601,S02001656,10,0,0,9,0,0,0,0,1,6224.519908850911,"(6,10] km"
S02001601,S02001657,10,0,0,6,3,0,0,0,1,6322.0576179692625,"(6,10] km"
S02001601,S02001658,11,0,0,9,2,0,0,0,0,6486.623760702344,"(6,10] km"
S02001601,S02001660,48,0,0,23,18,1,4,2,0,5741.801925721353,"(3,6] km"
S02001601,S02001663,18,0,0,10,6,2,0,0,0,7462.701966304146,"(6,10] km"
S02001601,S02001667,16,0,0,4,8,0,3,0,1,8537.812233867538,"(6,10] km"
S02001601,S02001682,79,0,0,12,64,1,2,0,0,8657.034338186917,"(6,10] km"
S02001601,S02001683,22,0,0,2,18,2,0,0,0,13160.580046092233,"(10,15] km"
S02001602,S02001586,25,0,0,9,13,2,1,0,0,7914.361815443868,"(6,10] km"
S02001602,S02001589,10,0,0,5,3,2,0,0,0,5818.2017904432005,"(3,6] km"
S02001602,S02001600,10,0,0,0,5,1,0,2,2,1300.55091084982,"(1,3] km"
S02001602,S02001602,67,0,0,7,13,1,0,46,0,0,"[0,1] km"
S02001602,S02001603,11,0,0,6,2,0,0,2,1,1346.638593498817,"(1,3] km"
S02001602,S02001604,14,0,0,8,4,0,1,1,0,2074.969692183972,"(1,3] km"
S02001602,S02001606,41,0,0,0,16,3,0,22,0,982.258225087311,"[0,1] km"
S02001602,S02001607,50,0,0,11,14,1,2,22,0,1149.1219265758855,"(1,3] km"
S02001602,S02001609,56,0,0,27,17,4,3,5,0,2953.243986356326,"(1,3] km"
S02001602,S02001611,36,0,0,27,5,1,1,2,0,4029.8320775401476,"(3,6] km"
S02001602,S02001612,24,0,0,7,13,2,1,1,0,3537.166280647522,"(3,6] km"
S02001602,S02001615,33,0,0,13,19,0,1,0,0,3827.347682118254,"(3,6] km"
S02001602,S02001616,27,0,0,16,8,2,0,1,0,4705.546409728439,"(3,6] km"
S02001602,S02001617,11,0,0,7,3,0,0,0,1,4968.804274899448,"(3,6] km"
S02001602,S02001619,11,0,0,7,4,0,0,0,0,5658.061807180391,"(3,6] km"
S02001602,S02001620,80,0,0,60,17,2,0,1,0,5294.289601592099,"(3,6] km"
S02001602,S02001621,24,0,0,16,4,3,0,1,0,4428.241154435229,"(3,6] km"
S02001602,S02001622,111,0,0,82,22,2,1,2,2,5223.786561822398,"(3,6] km"
S02001602,S02001623,16,0,0,13,1,0,0,1,1,4992.413178706639,"(3,6] km"
S02001602,S02001627,76,0,0,39,21,9,1,5,1,3225.2621397197927,"(3,6] km"
S02001602,S02001630,11,0,0,5,5,1,0,0,0,5053.836655936662,"(3,6] km"
S02001602,S02001640,11,0,0,7,4,0,0,0,0,9347.874511095877,"(6,10] km"
S02001602,S02001643,14,0,0,7,6,1,0,0,0,7663.943180346756,"(6,10] km"
S02001602,S02001655,17,0,0,4,12,0,0,1,0,6425.9563465493475,"(6,10] km"
S02001602,S02001656,29,0,0,25,3,1,0,0,0,6463.792892538779,"(6,10] km"
S02001602,S02001658,10,0,0,6,3,0,1,0,0,6761.770200955903,"(6,10] km"
S02001602,S02001660,48,0,0,32,12,1,1,1,1,6094.772143262083,"(6,10] km"
S02001602,S02001663,24,0,0,12,8,0,4,0,0,7823.356224077664,"(6,10] km"
S02001602,S02001670,18,0,0,12,5,0,0,1,0,9694.568925269083,"(6,10] km"
S02001602,S02001682,64,0,0,23,33,6,1,0,1,9213.021791509347,"(6,10] km"
S02001602,S02001683,16,0,0,4,11,1,0,0,0,13749.3884537331,"(10,15] km"
S02001603,S02001586,19,0,0,4,13,0,2,0,0,9150.672303153953,"(6,10] km"
S02001603,S02001602,27,0,0,4,9,3,0,11,0,1346.638593498817,"(1,3] km"
S02001603,S02001603,18,0,0,2,2,0,0,13,1,0,"[0,1] km"
S02001603,S02001604,19,0,0,0,12,0,0,6,1,904.3490019190772,"[0,1] km"
S02001603,S02001606,53,0,0,6,14,1,0,32,0,1122.837389628494,"(1,3] km"
S02001603,S02001607,23,0,0,6,9,3,0,5,0,1914.1559737764044,"(1,3] km"
S02001603,S02001609,40,0,0,15,17,3,1,4,0,3510.305319318385,"(3,6] km"
S02001603,S02001611,27,0,0,20,7,0,0,0,0,4435.1187901824105,"(3,6] km"
S02001603,S02001612,14,0,0,7,4,0,3,0,0,4123.793142555964,"(3,6] km"
S02001603,S02001615,38,0,0,20,16,2,0,0,0,4803.819315946619,"(3,6] km"
S02001603,S02001616,13,0,0,4,7,0,2,0,0,5636.349169429539,"(3,6] km"
S02001603,S02001620,33,0,0,24,7,0,0,0,2,5976.829953543646,"(3,6] km"
S02001603,S02001621,19,0,0,12,2,3,0,1,1,4882.389807773023,"(3,6] km"
S02001603,S02001622,84,0,0,63,11,5,1,3,1,5685.968277491788,"(3,6] km"
S02001603,S02001623,13,0,0,7,5,0,0,0,1,5368.514055906584,"(3,6] km"
S02001603,S02001627,69,0,0,20,28,12,1,8,0,2919.17305425519,"(1,3] km"
S02001603,S02001630,18,0,0,6,11,0,0,1,0,4184.3933139267765,"(3,6] km"
S02001603,S02001643,12,0,0,2,8,1,0,1,0,7770.557151468166,"(6,10] km"
S02001603,S02001655,19,0,0,8,11,0,0,0,0,6786.860359497672,"(6,10] km"
S02001603,S02001656,14,0,0,10,3,0,0,1,0,6987.736605169247,"(6,10] km"
S02001603,S02001658,10,0,0,8,1,0,1,0,0,7356.113482293871,"(6,10] km"
S02001603,S02001660,35,0,0,24,7,1,2,1,0,6869.508929577989,"(6,10] km"
S02001603,S02001663,16,0,0,5,11,0,0,0,0,8585.503432080945,"(6,10] km"
S02001603,S02001670,14,0,0,5,7,2,0,0,0,10431.946709013188,"(10,15] km"
S02001603,S02001682,55,0,0,18,35,2,0,0,0,10418.330245300405,"(10,15] km"
S02001603,S02001683,14,0,0,3,9,0,2,0,0,15054.624186575573,"(15,20] km"
S02001604,S02001586,13,0,0,4,9,0,0,0,0,9523.616231793147,"(6,10] km"
S02001604,S02001589,11,0,0,6,5,0,0,0,0,7179.412184569205,"(6,10] km"
S02001604,S02001602,16,0,0,7,6,1,0,2,0,2074.969692183972,"(1,3] km"
S02001604,S02001603,20,0,0,0,5,0,0,15,0,904.3490019190772,"[0,1] km"
S02001604,S02001604,49,0,0,8,16,2,0,23,0,0,"[0,1] km"
S02001604,S02001605,19,0,0,5,1,4,0,9,0,630.8363654238115,"[0,1] km"
S02001604,S02001606,42,0,0,1,15,7,1,18,0,1412.5749433109404,"(1,3] km"
S02001604,S02001607,11,0,0,0,7,2,0,2,0,2216.6411991797527,"(1,3] km"
S02001604,S02001608,11,0,0,1,6,1,0,3,0,1882.4022379512217,"(1,3] km"
S02001604,S02001609,45,0,0,14,25,4,0,2,0,3443.6789980578474,"(3,6] km"
S02001604,S02001610,17,0,0,4,8,4,0,0,1,3022.737919749344,"(3,6] km"
S02001604,S02001611,14,0,0,5,7,1,0,1,0,4204.067555001876,"(3,6] km"
S02001604,S02001612,20,0,0,6,12,1,0,1,0,4034.389647383942,"(3,6] km"
S02001604,S02001613,13,0,0,8,5,0,0,0,0,4610.957861035002,"(3,6] km"
S02001604,S02001615,19,0,0,5,13,1,0,0,0,4976.54643243558,"(3,6] km"
S02001604,S02001616,16,0,0,8,7,0,0,0,1,5744.551961067407,"(3,6] km"
S02001604,S02001620,70,0,0,46,15,2,1,2,4,5881.541552827427,"(3,6] km"
S02001604,S02001621,25,0,0,13,10,2,0,0,0,4663.462572654533,"(3,6] km"
S02001604,S02001622,103,0,0,76,16,5,2,3,1,5443.681421903934,"(3,6] km"
S02001604,S02001623,18,0,0,9,7,1,1,0,0,5078.933171244499,"(3,6] km"
S02001604,S02001626,17,0,0,7,9,1,0,0,0,4601.92454095879,"(3,6] km"
S02001604,S02001627,129,0,0,22,25,9,2,71,0,2339.5911918586894,"(1,3] km"
S02001604,S02001630,15,0,0,4,8,2,0,1,0,3297.2888513798903,"(3,6] km"
S02001604,S02001632,12,0,0,4,8,0,0,0,0,4646.520550271965,"(3,6] km"
S02001604,S02001640,11,0,0,5,4,1,1,0,0,9098.40521735621,"(6,10] km"
S02001604,S02001643,10,0,0,4,5,0,0,0,1,7261.4483577492565,"(6,10] km"
S02001604,S02001655,17,0,0,5,8,1,1,1,1,6449.814643253937,"(6,10] km"
S02001604,S02001658,12,0,0,5,4,1,2,0,0,7166.423806873676,"(6,10] km"
S02001604,S02001660,48,0,0,35,10,1,0,0,2,6823.065109798307,"(6,10] km"
S02001604,S02001663,29,0,0,13,11,2,2,1,0,8501.95015500591,"(6,10] km"
S02001604,S02001670,13,0,0,6,6,1,0,0,0,10309.9119000489,"(10,15] km"
S02001604,S02001682,65,0,0,14,50,1,0,0,0,10741.613288257744,"(10,15] km"
S02001604,S02001683,21,0,0,2,15,2,0,0,2,15524.217856213347,"(15,20] km"
S02001605,S02001604,24,0,0,1,6,2,1,14,0,630.8363654238115,"[0,1] km"
S02001605,S02001605,18,0,0,6,0,1,0,11,0,0,"[0,1] km"
S02001605,S02001606,36,0,0,2,8,2,1,23,0,905.3023470802832,"[0,1] km"
S02001605,S02001607,14,0,0,2,8,1,0,3,0,1646.6268252914606,"(1,3] km"
S02001605,S02001609,44,0,0,22,12,4,1,3,2,2817.3070450779273,"(1,3] km"
S02001605,S02001611,17,0,0,9,5,1,0,0,2,3610.746651211073,"(3,6] km"
S02001605,S02001613,14,0,0,9,2,2,1,0,0,3996.2589222899223,"(3,6] km"
S02001605,S02001615,16,0,0,7,5,1,3,0,0,4350.706027717814,"(3,6] km"
S02001605,S02001616,24,0,0,12,10,0,1,1,0,5114.12437017903,"(3,6] km"
S02001605,S02001620,24,0,0,15,7,2,0,0,0,5263.932212104647,"(3,6] km"
S02001605,S02001621,25,0,0,14,5,3,2,1,0,4068.5758425054123,"(3,6] km"
S02001605,S02001622,74,0,0,56,12,3,1,2,0,4857.515110477445,"(3,6] km"
S02001605,S02001623,20,0,0,14,5,1,0,0,0,4506.623138630599,"(3,6] km"
S02001605,S02001627,92,0,0,8,15,1,0,68,0,1910.9522855428881,"(1,3] km"
S02001605,S02001632,18,0,0,4,12,1,0,1,0,4517.987722240786,"(3,6] km"
S02001605,S02001655,10,0,0,4,6,0,0,0,0,5898.169845138296,"(3,6] km"
S02001605,S02001656,10,0,0,10,0,0,0,0,0,6169.219588808399,"(6,10] km"
S02001605,S02001660,18,0,0,16,2,0,0,0,0,6200.011117527382,"(6,10] km"
S02001605,S02001663,21,0,0,10,10,0,0,0,1,7885.263300963033,"(6,10] km"
S02001605,S02001682,32,0,0,11,18,2,0,1,0,10130.06673200243,"(10,15] km"
S02001606,S02001577,23,0,0,1,21,0,1,0,0,10327.576107711424,"(10,15] km"
S02001606,S02001586,23,0,0,4,15,2,2,0,0,8139.081243408456,"(6,10] km"
S02001606,S02001589,11,0,0,1,10,0,0,0,0,5851.824737555556,"(3,6] km"
S02001606,S02001593,20,0,0,5,14,0,0,1,0,5527.104165375897,"(3,6] km"
S02001606,S02001602,20,0,0,0,9,2,0,9,0,982.258225087311,"[0,1] km"
S02001606,S02001604,16,0,0,0,7,1,0,8,0,1412.5749433109404,"(1,3] km"
S02001606,S02001606,32,0,1,2,13,1,0,15,0,0,"[0,1] km"
S02001606,S02001607,11,0,0,0,6,1,0,4,0,827.8156784198885,"[0,1] km"
S02001606,S02001609,52,0,0,9,21,4,3,15,0,2409.0350585083434,"(1,3] km"
S02001606,S02001611,27,0,0,10,14,3,0,0,0,3386.552290216185,"(3,6] km"
S02001606,S02001612,12,0,0,1,7,1,2,1,0,3022.589238610377,"(3,6] km"
S02001606,S02001613,15,0,0,7,6,2,0,0,0,3645.0998711716197,"(3,6] km"
S02001606,S02001615,15,0,0,4,8,3,0,0,0,3695.592205237152,"(3,6] km"
S02001606,S02001616,17,0,0,2,12,2,0,1,0,4518.172969025324,"(3,6] km"
S02001606,S02001620,97,0,0,56,23,6,9,3,0,4867.53374816286,"(3,6] km"
S02001606,S02001621,41,0,0,20,13,3,0,5,0,3821.827472406256,"(3,6] km"
S02001606,S02001622,115,0,0,87,16,4,4,4,0,4628.401398146966,"(3,6] km"
S02001606,S02001623,18,0,0,8,6,0,0,3,1,4338.6651255418665,"(3,6] km"
S02001606,S02001626,10,0,0,1,9,0,0,0,0,4491.2725902286775,"(3,6] km"
S02001606,S02001627,57,0,0,7,22,2,5,21,0,2263.664667912394,"(1,3] km"
S02001606,S02001630,10,0,0,1,7,2,0,0,0,4095.2589721021704,"(3,6] km"
S02001606,S02001640,21,0,0,3,18,0,0,0,0,8620.772493197825,"(6,10] km"
S02001606,S02001647,12,0,0,3,8,0,1,0,0,5442.785307846015,"(3,6] km"
S02001606,S02001655,17,0,0,9,4,1,2,0,1,5771.093238480391,"(3,6] km"
S02001606,S02001656,19,0,0,10,8,0,1,0,0,5917.386130719747,"(3,6] km"
S02001606,S02001658,20,0,0,10,8,2,0,0,0,6268.330500377275,"(6,10] km"
S02001606,S02001660,87,0,0,37,33,6,5,2,4,5750.57270544,"(3,6] km"
S02001606,S02001663,29,0,0,9,18,0,2,0,0,7469.658079476631,"(6,10] km"
S02001606,S02001667,15,0,0,1,11,2,1,0,0,8303.72655124668,"(6,10] km"
S02001606,S02001670,12,0,0,6,6,0,0,0,0,9320.967847194614,"(6,10] km"
S02001606,S02001682,63,0,0,6,52,2,1,1,1,9378.622446588277,"(6,10] km"
S02001606,S02001683,21,0,0,3,16,0,1,0,1,14116.863786697246,"(10,15] km"
S02001607,S02001586,14,0,0,2,10,1,1,0,0,7314.6629933848735,"(6,10] km"
S02001607,S02001602,15,0,0,2,10,2,0,1,0,1149.1219265758855,"(1,3] km"
S02001607,S02001604,13,0,0,1,5,1,3,3,0,2216.6411991797527,"(1,3] km"
S02001607,S02001607,11,0,0,2,1,0,0,8,0,0,"[0,1] km"
S02001607,S02001609,69,0,0,7,24,2,2,33,1,1806.9129716203838,"(1,3] km"
S02001607,S02001612,19,0,0,4,8,6,1,0,0,2398.8982024299235,"(1,3] km"
S02001607,S02001615,15,0,0,1,7,2,1,4,0,2890.620863882469,"(1,3] km"
S02001607,S02001616,24,0,0,5,13,2,2,2,0,3732.5020491424557,"(3,6] km"
S02001607,S02001620,54,0,0,24,20,3,2,3,2,4191.592997071945,"(3,6] km"
S02001607,S02001621,29,0,0,16,9,0,2,2,0,3279.9025048150006,"(3,6] km"
S02001607,S02001622,93,0,0,69,11,6,6,1,0,4077.265601636982,"(3,6] km"
S02001607,S02001623,20,0,0,9,9,1,0,1,0,3843.495809110994,"(3,6] km"
S02001607,S02001627,44,0,0,7,23,3,3,8,0,2377.6284321542635,"(1,3] km"
S02001607,S02001640,12,0,0,4,7,0,1,0,0,8203.122697577584,"(6,10] km"
S02001607,S02001643,10,0,0,5,5,0,0,0,0,6536.687063236342,"(6,10] km"
S02001607,S02001656,15,0,0,11,3,0,1,0,0,5327.0510274839135,"(3,6] km"
S02001607,S02001658,15,0,0,10,2,2,0,1,0,5639.470064377984,"(3,6] km"
S02001607,S02001660,63,0,0,27,21,4,5,4,2,5032.2571432060295,"(3,6] km"
S02001607,S02001663,18,0,0,6,9,1,2,0,0,6760.083237785988,"(6,10] km"
S02001607,S02001682,51,0,0,12,32,3,2,1,1,8550.940531124394,"(6,10] km"
S02001607,S02001683,14,0,1,2,11,0,0,0,0,13308.687221446231,"(10,15] km"
S02001608,S02001577,16,0,0,5,10,0,1,0,0,10310.7244759358,"(10,15] km"
S02001608,S02001586,31,0,0,15,14,0,0,2,0,7773.178959458148,"(6,10] km"
S02001608,S02001593,13,0,0,5,6,1,1,0,0,5190.341905922124,"(3,6] km"
S02001608,S02001599,10,0,0,0,9,0,1,0,0,3250.388866460484,"(3,6] km"
S02001608,S02001602,21,0,0,4,12,0,1,4,0,1817.3247535843382,"(1,3] km"
S02001608,S02001604,27,0,0,7,8,0,0,12,0,1882.4022379512217,"(1,3] km"
S02001608,S02001605,13,0,0,1,9,0,0,3,0,1252.1223514443964,"(1,3] km"
S02001608,S02001606,46,0,0,9,13,0,1,23,0,964.8839511516894,"[0,1] km"
S02001608,S02001607,30,0,0,5,13,2,0,10,0,898.9956951336038,"[0,1] km"
S02001608,S02001608,33,0,0,5,7,0,0,21,0,0,"[0,1] km"
S02001608,S02001609,117,0,0,9,29,4,11,64,0,1572.405185205027,"(1,3] km"
S02001608,S02001610,23,0,0,5,5,2,1,10,0,1427.490189170152,"(1,3] km"
S02001608,S02001611,24,0,0,10,4,3,1,6,0,2456.128132083897,"(1,3] km"
S02001608,S02001612,19,0,0,7,4,3,0,5,0,2176.466508985435,"(1,3] km"
S02001608,S02001613,16,0,0,5,6,1,0,4,0,2777.534033214462,"(1,3] km"
S02001608,S02001615,33,0,0,8,14,5,1,5,0,3128.8405145401266,"(3,6] km"
S02001608,S02001616,13,0,0,8,2,0,2,1,0,3868.6574960914973,"(3,6] km"
S02001608,S02001619,11,0,0,6,5,0,0,0,0,4656.748635532958,"(3,6] km"
S02001608,S02001620,58,0,0,33,14,3,4,3,1,4034.1953445254653,"(3,6] km"
S02001608,S02001621,67,0,0,46,11,1,4,4,1,2902.807722267233,"(1,3] km"
S02001608,S02001622,155,0,0,116,15,5,5,12,2,3706.47897532988,"(3,6] km"
S02001608,S02001623,25,0,0,19,4,0,1,1,0,3395.9668502280038,"(3,6] km"
S02001608,S02001626,10,0,0,4,5,1,0,0,0,3583.161759964818,"(3,6] km"
S02001608,S02001627,109,0,0,19,21,7,4,57,1,1482.5796569539625,"(1,3] km"
S02001608,S02001630,21,0,0,6,14,1,0,0,0,3646.2918286393156,"(3,6] km"
S02001608,S02001632,14,0,0,4,10,0,0,0,0,4456.103200711226,"(3,6] km"
S02001608,S02001640,20,0,0,8,7,0,5,0,0,7656.776971023995,"(6,10] km"
S02001608,S02001647,18,0,0,5,6,1,4,2,0,4479.065797685123,"(3,6] km"
S02001608,S02001653,17,0,0,2,12,2,0,1,0,5475.943552087683,"(3,6] km"
S02001608,S02001655,17,0,0,9,6,1,0,1,0,4822.556891809068,"(3,6] km"
S02001608,S02001656,17,0,0,11,4,1,1,0,0,5008.527992777921,"(3,6] km"
S02001608,S02001660,34,0,0,23,6,1,2,1,1,4957.974480885574,"(3,6] km"
S02001608,S02001663,20,0,0,9,6,2,0,3,0,6654.3015127678245,"(6,10] km"
S02001608,S02001670,19,0,0,16,3,0,0,0,0,8483.999894646919,"(6,10] km"
S02001608,S02001682,84,0,2,26,48,5,2,1,0,8944.483395940115,"(6,10] km"
S02001608,S02001683,19,0,0,7,10,0,1,0,1,13845.032089670873,"(10,15] km"
S02001609,S02001577,23,0,0,1,18,2,0,1,1,9471.148341899696,"(6,10] km"
S02001609,S02001586,31,0,0,10,15,2,4,0,0,6515.343800489513,"(6,10] km"
S02001609,S02001587,10,0,0,0,9,0,1,0,0,5402.008140721842,"(3,6] km"
S02001609,S02001593,20,0,0,10,9,1,0,0,0,4041.766368154095,"(3,6] km"
S02001609,S02001594,14,0,0,3,8,0,2,1,0,2859.81308913437,"(1,3] km"
S02001609,S02001602,11,0,0,3,8,0,0,0,0,2953.243986356326,"(1,3] km"
S02001609,S02001604,15,0,0,4,7,0,1,3,0,3443.6789980578474,"(3,6] km"
S02001609,S02001606,13,0,0,3,9,0,0,1,0,2409.0350585083434,"(1,3] km"
S02001609,S02001609,194,0,0,4,18,1,10,160,1,0,"[0,1] km"
S02001609,S02001611,24,0,0,0,7,2,2,13,0,1108.9045856539801,"(1,3] km"
S02001609,S02001612,44,0,0,2,7,1,0,32,2,613.8808429774028,"[0,1] km"
S02001609,S02001613,57,0,0,10,17,1,6,23,0,1237.4511969082719,"(1,3] km"
S02001609,S02001614,33,0,0,3,15,2,2,11,0,1660.873175051885,"(1,3] km"
S02001609,S02001615,39,0,0,1,22,0,4,12,0,1793.3528332724716,"(1,3] km"
S02001609,S02001616,32,0,0,7,13,1,3,8,0,2385.355150766243,"(1,3] km"
S02001609,S02001617,10,0,0,2,4,2,0,2,0,2470.587018795957,"(1,3] km"
S02001609,S02001619,18,0,0,2,5,0,3,8,0,3099.613713546269,"(3,6] km"
S02001609,S02001620,162,0,0,51,30,11,23,47,0,2468.584354476938,"(1,3] km"
