nrow,plan,purpose,region,date,id
90716,fastest,commute,Edinburgh and Lothians,2024-09-01,10632
9425,ebike,school,Edinburgh and Lothians,2024-09-01,10631
9425,quietest,school,Edinburgh and Lothians,2024-09-01,10629
9425,fastest,school,Edinburgh and Lothians,2024-09-01,10628
50769,ebike,utility,"Tayside, Central and Fife",2024-09-01,10627
50769,quietest,utility,"Tayside, Central and Fife",2024-09-01,10626
50769,fastest,utility,"Tayside, Central and Fife",2024-09-01,10625
65662,ebike,commute,"Tayside, Central and Fife",2024-09-01,10623
65662,quietest,commute,"Tayside, Central and Fife",2024-09-01,10621
65662,fastest,commute,"Tayside, Central and Fife",2024-09-01,10620
11451,ebike,school,"Tayside, Central and Fife",2024-09-01,10619
11451,quietest,school,"Tayside, Central and Fife",2024-09-01,10617
11451,fastest,school,"Tayside, Central and Fife",2024-09-01,10616
20925,ebike,utility,Aberdeen and North East,2024-09-01,10615
20925,quietest,utility,Aberdeen and North East,2024-09-01,10614
20925,balanced,utility,Aberdeen and North East,2024-09-01,10612
32967,ebike,commute,Aberdeen and North East,2024-09-01,10611
32967,quietest,commute,Aberdeen and North East,2024-09-01,10609
32967,fastest,commute,Aberdeen and North East,2024-09-01,10608
4525,balanced,school,Aberdeen and North East,2024-09-01,10606
4525,quietest,school,Aberdeen and North East,2024-09-01,10605
4525,fastest,school,Aberdeen and North East,2024-09-01,10604
9458,ebike,utility,Scotland South,2024-09-01,10603
9458,quietest,utility,Scotland South,2024-09-01,10602
9458,fastest,utility,Scotland South,2024-09-01,10601
6943,ebike,commute,Scotland South,2024-09-01,10599
6943,balanced,commute,Scotland South,2024-09-01,10598
6943,fastest,commute,Scotland South,2024-09-01,10596
1607,ebike,school,Scotland South,2024-09-01,10595
1607,balanced,school,Scotland South,2024-09-01,10594
1607,quietest,school,Scotland South,2024-09-01,10593
1607,fastest,school,Scotland South,2024-09-01,10592
14685,ebike,utility,Highlands and Islands,2024-09-01,10591
14685,quietest,utility,Highlands and Islands,2024-09-01,10590
14685,fastest,utility,Highlands and Islands,2024-09-01,10589
7976,ebike,commute,Highlands and Islands,2024-09-01,10587
7976,quietest,commute,Highlands and Islands,2024-09-01,10585
7976,fastest,commute,Highlands and Islands,2024-09-01,10584
3228,ebike,school,Highlands and Islands,2024-09-01,10583
3228,balanced,school,Highlands and Islands,2024-09-01,10582
3228,quietest,school,Highlands and Islands,2024-09-01,10581
3228,fastest,school,Highlands and Islands,2024-09-01,10580
20925,balanced,utility,Aberdeen and North East,2024-08-01,10579
32967,balanced,commute,Aberdeen and North East,2024-08-01,10578
4525,balanced,school,Aberdeen and North East,2024-08-01,10577
14685,balanced,utility,Highlands and Islands,2024-08-01,10576
7976,quietest,commute,Highlands and Islands,2024-08-01,10575
93499,balanced,utility,Glasgow and Strathclyde,2024-08-01,10564
218877,balanced,commute,Glasgow and Strathclyde,2024-08-01,10563
111294,ebike,utility,Edinburgh and Lothians,2024-08-01,10562
90716,balanced,commute,Edinburgh and Lothians,2024-08-01,10560
9425,balanced,school,Edinburgh and Lothians,2024-08-01,10559
50769,fastest,utility,"Tayside, Central and Fife",2024-08-01,10558
11451,balanced,school,"Tayside, Central and Fife",2024-08-01,10556
20925,ebike,utility,Aberdeen and North East,2024-08-01,10555
20925,quietest,utility,Aberdeen and North East,2024-08-01,10554
20925,fastest,utility,Aberdeen and North East,2024-08-01,10553
32967,ebike,commute,Aberdeen and North East,2024-08-01,10551
32967,quietest,commute,Aberdeen and North East,2024-08-01,10549
32967,fastest,commute,Aberdeen and North East,2024-08-01,10548
4525,ebike,school,Aberdeen and North East,2024-08-01,10547
4525,quietest,school,Aberdeen and North East,2024-08-01,10545
4525,fastest,school,Aberdeen and North East,2024-08-01,10544
9458,balanced,utility,Scotland South,2024-08-01,10543
6943,balanced,commute,Scotland South,2024-08-01,10542
14685,ebike,utility,Highlands and Islands,2024-08-01,10541
14685,quietest,utility,Highlands and Islands,2024-08-01,10540
14685,fastest,utility,Highlands and Islands,2024-08-01,10539
7976,ebike,commute,Highlands and Islands,2024-08-01,10537
7976,balanced,commute,Highlands and Islands,2024-08-01,10536
7976,fastest,commute,Highlands and Islands,2024-08-01,10534
3228,ebike,school,Highlands and Islands,2024-08-01,10533
3228,balanced,school,Highlands and Islands,2024-08-01,10532
3228,quietest,school,Highlands and Islands,2024-08-01,10531
3228,fastest,school,Highlands and Islands,2024-08-01,10530
111294,quietest,utility,Edinburgh and Lothians,2024-08-01,10528
111294,fastest,utility,Edinburgh and Lothians,2024-08-01,10527
90716,ebike,commute,Edinburgh and Lothians,2024-08-01,10523
90716,quietest,commute,Edinburgh and Lothians,2024-08-01,10521
90716,fastest,commute,Edinburgh and Lothians,2024-08-01,10520
9425,ebike,school,Edinburgh and Lothians,2024-08-01,10519
9425,quietest,school,Edinburgh and Lothians,2024-08-01,10517
9425,fastest,school,Edinburgh and Lothians,2024-08-01,10516
50769,ebike,utility,"Tayside, Central and Fife",2024-08-01,10515
50769,quietest,utility,"Tayside, Central and Fife",2024-08-01,10514
50769,balanced,utility,"Tayside, Central and Fife",2024-08-01,10512
65662,ebike,commute,"Tayside, Central and Fife",2024-08-01,10511
65662,quietest,commute,"Tayside, Central and Fife",2024-08-01,10507
65662,fastest,commute,"Tayside, Central and Fife",2024-08-01,10506
11451,ebike,school,"Tayside, Central and Fife",2024-08-01,10505
11451,quietest,school,"Tayside, Central and Fife",2024-08-01,10503
11451,fastest,school,"Tayside, Central and Fife",2024-08-01,10502
9458,ebike,utility,Scotland South,2024-08-01,10501
9458,quietest,utility,Scotland South,2024-08-01,10500
9458,fastest,utility,Scotland South,2024-08-01,10499
6943,ebike,commute,Scotland South,2024-08-01,10497
6943,quietest,commute,Scotland South,2024-08-01,10495
6943,fastest,commute,Scotland South,2024-08-01,10494
1607,ebike,school,Scotland South,2024-08-01,10493
1607,balanced,school,Scotland South,2024-08-01,10492
1607,quietest,school,Scotland South,2024-08-01,10491
1607,fastest,school,Scotland South,2024-08-01,10490
93499,ebike,utility,Glasgow and Strathclyde,2024-08-01,10489
93499,quietest,utility,Glasgow and Strathclyde,2024-08-01,10488
93499,fastest,utility,Glasgow and Strathclyde,2024-08-01,10487
218877,ebike,commute,Glasgow and Strathclyde,2024-08-01,10483
218877,quietest,commute,Glasgow and Strathclyde,2024-08-01,10481
218877,fastest,commute,Glasgow and Strathclyde,2024-08-01,10480
29032,ebike,school,Glasgow and Strathclyde,2024-08-01,10479
29032,balanced,school,Glasgow and Strathclyde,2024-08-01,10478
29032,quietest,school,Glasgow and Strathclyde,2024-08-01,10477
29032,fastest,school,Glasgow and Strathclyde,2024-08-01,10476
250,ebike,utility,Highlands and Islands,2024-07-01,10306
250,quietest,utility,Highlands and Islands,2024-07-01,10305
250,fastest,utility,Highlands and Islands,2024-07-01,10304
250,ebike,commute,Highlands and Islands,2024-07-01,10302
250,quietest,commute,Highlands and Islands,2024-07-01,10300
250,fastest,commute,Highlands and Islands,2024-07-01,10299
250,ebike,school,Highlands and Islands,2024-07-01,10298
250,balanced,school,Highlands and Islands,2024-07-01,10297
250,quietest,school,Highlands and Islands,2024-07-01,10296
250,fastest,school,Highlands and Islands,2024-07-01,10295
3228,balanced,school,Highlands and Islands,2024-06-01,10265
3228,quietest,school,Highlands and Islands,2024-06-01,10262
3228,fastest,school,Highlands and Islands,2024-06-01,10261
9458,balanced,utility,Scotland South,2024-06-01,10260
6943,balanced,commute,Scotland South,2024-06-01,10258
1607,balanced,school,Scotland South,2024-06-01,10257
90716,ebike,commute,Edinburgh and Lothians,2024-06-01,10203
90716,quietest,commute,Edinburgh and Lothians,2024-06-01,10201
90716,fastest,commute,Edinburgh and Lothians,2024-06-01,10200
9425,ebike,school,Edinburgh and Lothians,2024-06-01,10199
9425,quietest,school,Edinburgh and Lothians,2024-06-01,10197
9425,fastest,school,Edinburgh and Lothians,2024-06-01,10196
50769,ebike,utility,"Tayside, Central and Fife",2024-06-01,10195
50769,quietest,utility,"Tayside, Central and Fife",2024-06-01,10194
50769,fastest,utility,"Tayside, Central and Fife",2024-06-01,10193
65662,ebike,commute,"Tayside, Central and Fife",2024-06-01,10191
65662,quietest,commute,"Tayside, Central and Fife",2024-06-01,10189
65662,fastest,commute,"Tayside, Central and Fife",2024-06-01,10188
11451,ebike,school,"Tayside, Central and Fife",2024-06-01,10187
11451,quietest,school,"Tayside, Central and Fife",2024-06-01,10185
11451,fastest,school,"Tayside, Central and Fife",2024-06-01,10184
9458,ebike,utility,Scotland South,2024-06-01,10183
9458,quietest,utility,Scotland South,2024-06-01,10182
9458,fastest,utility,Scotland South,2024-06-01,10181
6943,ebike,commute,Scotland South,2024-06-01,10179
6943,quietest,commute,Scotland South,2024-06-01,10177
6943,fastest,commute,Scotland South,2024-06-01,10176
1607,ebike,school,Scotland South,2024-06-01,10175
1607,quietest,school,Scotland South,2024-06-01,10173
1607,fastest,school,Scotland South,2024-06-01,10172
93499,ebike,utility,Glasgow and Strathclyde,2024-06-01,10171
93499,quietest,utility,Glasgow and Strathclyde,2024-06-01,10170
93499,fastest,utility,Glasgow and Strathclyde,2024-06-01,10169
218877,ebike,commute,Glasgow and Strathclyde,2024-06-01,10167
218877,quietest,commute,Glasgow and Strathclyde,2024-06-01,10165
218877,fastest,commute,Glasgow and Strathclyde,2024-06-01,10164
29032,ebike,school,Glasgow and Strathclyde,2024-06-01,10163
29032,quietest,school,Glasgow and Strathclyde,2024-06-01,10161
29032,fastest,school,Glasgow and Strathclyde,2024-06-01,10160
20925,ebike,utility,Aberdeen and North East,2024-05-23,10035
20925,quietest,utility,Aberdeen and North East,2024-05-23,10034
20925,fastest,utility,Aberdeen and North East,2024-05-23,10033
32967,ebike,commute,Aberdeen and North East,2024-05-23,10031
32967,quietest,commute,Aberdeen and North East,2024-05-23,10029
32967,fastest,commute,Aberdeen and North East,2024-05-23,10028
4525,ebike,school,Aberdeen and North East,2024-05-23,10027
4525,quietest,school,Aberdeen and North East,2024-05-23,10025
4525,fastest,school,Aberdeen and North East,2024-05-23,10024
14685,ebike,utility,Highlands and Islands,2024-05-23,10023
14685,quietest,utility,Highlands and Islands,2024-05-23,10022
14685,fastest,utility,Highlands and Islands,2024-05-23,10021
7976,ebike,commute,Highlands and Islands,2024-05-23,10019
7976,quietest,commute,Highlands and Islands,2024-05-23,10017
7976,fastest,commute,Highlands and Islands,2024-05-23,10016
3228,ebike,school,Highlands and Islands,2024-05-23,10015
3228,quietest,school,Highlands and Islands,2024-05-23,10013
3228,fastest,school,Highlands and Islands,2024-05-23,10012
111294,ebike,utility,Edinburgh and Lothians,2024-05-23,10011
111294,quietest,utility,Edinburgh and Lothians,2024-05-23,10010
111294,fastest,utility,Edinburgh and Lothians,2024-05-23,10008
90716,ebike,commute,Edinburgh and Lothians,2024-05-23,10005
90716,quietest,commute,Edinburgh and Lothians,2024-05-23,10000
90716,fastest,commute,Edinburgh and Lothians,2024-05-23,9999
9425,ebike,school,Edinburgh and Lothians,2024-05-23,9998
9425,quietest,school,Edinburgh and Lothians,2024-05-23,9996
9425,fastest,school,Edinburgh and Lothians,2024-05-23,9995
50769,ebike,utility,"Tayside, Central and Fife",2024-05-23,9994
50769,quietest,utility,"Tayside, Central and Fife",2024-05-23,9993
50769,balanced,utility,"Tayside, Central and Fife",2024-05-23,9991
65662,ebike,commute,"Tayside, Central and Fife",2024-05-23,9990
65662,quietest,commute,"Tayside, Central and Fife",2024-05-23,9988
65662,fastest,commute,"Tayside, Central and Fife",2024-05-23,9987
11451,ebike,school,"Tayside, Central and Fife",2024-05-23,9986
11451,quietest,school,"Tayside, Central and Fife",2024-05-23,9984
9458,ebike,utility,Scotland South,2024-05-23,9982
9458,quietest,utility,Scotland South,2024-05-23,9981
9458,fastest,utility,Scotland South,2024-05-23,9980
6943,ebike,commute,Scotland South,2024-05-23,9978
6943,quietest,commute,Scotland South,2024-05-23,9976
6943,fastest,commute,Scotland South,2024-05-23,9975
1607,ebike,school,Scotland South,2024-05-23,9974
1607,quietest,school,Scotland South,2024-05-23,9972
1607,fastest,school,Scotland South,2024-05-23,9971
93499,ebike,utility,Glasgow and Strathclyde,2024-05-23,9970
93499,balanced,utility,Glasgow and Strathclyde,2024-05-23,9967
93499,quietest,utility,Glasgow and Strathclyde,2024-05-23,9969
93499,fastest,utility,Glasgow and Strathclyde,2024-05-23,9968
218877,ebike,commute,Glasgow and Strathclyde,2024-05-23,9965
218877,balanced,commute,Glasgow and Strathclyde,2024-05-23,9964
218877,quietest,commute,Glasgow and Strathclyde,2024-05-23,9963
218877,fastest,commute,Glasgow and Strathclyde,2024-05-23,9961
29032,ebike,school,Glasgow and Strathclyde,2024-05-23,9960
29032,balanced,school,Glasgow and Strathclyde,2024-05-23,9959
29032,quietest,school,Glasgow and Strathclyde,2024-05-23,9956
29032,fastest,school,Glasgow and Strathclyde,2024-05-23,9955
11451,fastest,school,"Tayside, Central and Fife",2024-05-23,9953
2500,balanced,utility,Edinburgh and Lothians,2024-05-25,9948
2500,balanced,commute,Edinburgh and Lothians,2024-05-25,9945
2500,balanced,school,Edinburgh and Lothians,2024-05-25,9943
2500,fastest,school,"Tayside, Central and Fife",2024-05-25,9941
2500,ebike,utility,Edinburgh and Lothians,2024-05-25,9940
2500,quietest,utility,Edinburgh and Lothians,2024-05-25,9939
2500,fastest,utility,Edinburgh and Lothians,2024-05-25,9938
2500,ebike,commute,Edinburgh and Lothians,2024-05-25,9936
2500,quietest,commute,Edinburgh and Lothians,2024-05-25,9934
2500,fastest,commute,Edinburgh and Lothians,2024-05-25,9933
2500,ebike,school,Edinburgh and Lothians,2024-05-25,9932
2500,quietest,school,Edinburgh and Lothians,2024-05-25,9930
